trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,elower,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air,n_y_air,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self,n_y_self
6797957,2,1,6378.60486,2.87E-25,0.00728,1080.3931,67,65,1080.3931,       3 1 1 12,       0 1 1 01,               ,     R 32f     ,0.0689,0.76,-0.007339,0,0.06353085,0.76,0,0,0,1,0,0,1,0.088,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6797960,2,1,6378.657238,1.39E-28,0.01922,2922.3542,95,93,2922.3542,       4 1 1 12,       1 1 1 01,               ,     R 46f     ,0.0677,0.74,-0.007543,0,0.068825087,0.74,0,0,0,1,0,0,1,0.076,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6797961,2,1,6378.663361,4.71E-25,0.007269,1074.4305,107,105,1074.4305,       3 0 0 12,       0 0 0 01,               ,     R 52e     ,0.067,0.73,-0.007701,0,0.071472206,0.73,0,0,0,1,0,0,1,0.073,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6797962,2,1,6378.670988,1.59E-30,0.00171,3315.9856,83,81,3315.9856,       5 3 3 02,       0 4 4 01,               ,     R 40e     ,0.0681,0.76,-0.006831,0,0.06353085,0.76,0,0,0,1,0,0,1,0.081,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6797963,2,1,6378.727026,2.41E-27,1.26E-06,60.8709,23,25,60.8709,       4 1 1 01,       0 0 0 01,               ,     P 12e     ,0.08,0.69,-0.005397,0,0.082060681,0.69,0,0,0,1,0,0,1,0.107,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6797965,2,1,6378.794485,1.11E-29,0.0004061,2615.0151,81,79,2615.0151,       2 2 2 23,       0 3 3 01,               ,     R 39e     ,0.0683,0.76,-0.00804,0,0.06353085,0.76,0,0,0,1,0,0,1,0.082,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6797966,2,1,6378.80353,1.40E-30,3.89E-05,2514.7373,65,67,2514.7373,       3 0 0 23,       1 1 1 01,               ,     P 33e     ,0.069,0.76,-0.007939,0,0.06353085,0.76,0,0,0,1,0,0,1,0.088,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6797968,2,1,6378.909287,3.44E-30,0.01553,3643.405,97,95,3643.405,       4 2 2 12,       1 2 2 01,               ,     R 47f     ,0.0675,0.74,-0.007567,0,0.068825087,0.74,0,0,0,1,0,0,1,0.075,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6797969,2,1,6378.912066,3.23E-30,0.0171,3680.8535,99,97,3680.8535,       4 2 2 12,       1 2 2 01,               ,     R 48e     ,0.0674,0.74,-0.007594,0,0.068825087,0.74,0,0,0,1,0,0,1,0.075,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6797972,2,1,6378.982309,6.05E-29,0.019,3111.3389,105,103,3111.3389,       4 1 1 12,       1 1 1 01,               ,     R 51e     ,0.0671,0.73,-0.007669,0,0.071472206,0.73,0,0,0,1,0,0,1,0.073,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6797973,2,1,6378.990417,9.62E-30,0.0003987,2646.3696,83,81,2646.3696,       2 2 2 23,       0 3 3 01,               ,     R 40f     ,0.0682,0.76,-0.008053,0,0.06353085,0.76,0,0,0,1,0,0,1,0.081,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6797974,2,1,6378.997685,1.83E-28,0.0003744,2027.7856,83,81,2027.7856,       2 1 1 23,       1 0 0 01,               ,     R 40e     ,0.0682,0.76,-0.008053,0,0.06353085,0.76,0,0,0,1,0,0,1,0.081,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6797975,2,1,6379.000025,1.06E-30,9.84E-05,2907.1113,131,129,2907.1113,       5 1 1 02,       1 0 0 02,               ,     R 64e     ,0.065,0.69,-0.007527,0,0.082060681,0.69,0,0,0,1,0,0,1,0.068,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6797976,2,1,6379.029246,1.52E-26,0.007089,1653.0741,59,57,1653.0741,       3 2 2 12,       0 2 2 01,               ,     R 28e     ,0.0694,0.75,-0.007267,0,0.066177969,0.75,0,0,0,1,0,0,1,0.092,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6797977,2,1,6379.101518,1.89E-29,0.005886,2990.803,59,57,2990.803,       3 4 4 12,       0 4 4 01,               ,     R 28e     ,0.0694,0.75,-0.007267,0,0.066177969,0.75,0,0,0,1,0,0,1,0.092,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6797978,2,1,6379.104747,5.83E-28,0.006524,2299.8042,57,55,2299.8042,       3 3 3 12,       0 3 3 01,               ,     R 27e     ,0.0696,0.74,-0.007235,0,0.068825087,0.74,0,0,0,1,0,0,1,0.093,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6797980,2,1,6379.232477,7.92E-28,0.01506,2546.0364,111,109,2546.0364,       4 0 0 12,       1 0 0 01,               ,     R 54e     ,0.0668,0.72,-0.007766,0,0.074119325,0.72,0,0,0,1,0,0,1,0.072,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6797981,2,1,6379.233436,1.47E-30,0.001796,3348.1792,85,83,3348.1792,       5 3 3 02,       0 4 4 01,               ,     R 41f     ,0.068,0.76,-0.006841,0,0.06353085,0.76,0,0,0,1,0,0,1,0.08,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6797982,2,1,6379.242541,2.14E-25,0.007313,1159.3702,73,71,1159.3702,       3 1 1 12,       0 1 1 01,               ,     R 35e     ,0.0686,0.76,-0.007377,0,0.06353085,0.76,0,0,0,1,0,0,1,0.085,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6797985,2,1,6379.38611,8.60E-30,0.0004068,2678.5056,85,83,2678.5056,       2 2 2 23,       0 3 3 01,               ,     R 41e     ,0.0682,0.76,-0.008064,0,0.06353085,0.76,0,0,0,1,0,0,1,0.08,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6797986,2,1,6379.410267,4.65E-30,3.49E-05,2186.3914,49,51,2186.3914,       3 0 0 24,       1 1 1 02,               ,     P 25e     ,0.0706,0.73,-0.007716,0,0.071472206,0.73,0,0,0,1,0,0,1,0.096,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6797987,2,1,6379.443198,3.24E-25,0.007226,1157.774,111,109,1157.774,       3 0 0 12,       0 0 0 01,               ,     R 54e     ,0.0668,0.72,-0.007766,0,0.074119325,0.72,0,0,0,1,0,0,1,0.072,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6797989,2,1,6379.482785,1.18E-29,7.52E-06,1723.5292,61,63,1723.5292,       2 1 1 23,       0 2 2 01,               ,     P 31f     ,0.0692,0.75,-0.007886,0,0.066177969,0.75,0,0,0,1,0,0,1,0.09,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6797992,2,1,6379.537834,7.34E-30,0.000398,2711.4241,87,85,2711.4241,       2 2 2 23,       0 3 3 01,               ,     R 42f     ,0.0681,0.75,-0.008083,0,0.066177969,0.75,0,0,0,1,0,0,1,0.079,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6797993,2,1,6379.545089,1.23E-29,7.15E-06,1699.2625,59,61,1699.2625,       2 1 1 23,       0 2 2 01,               ,     P 30e     ,0.0693,0.75,-0.00787,0,0.066177969,0.75,0,0,0,1,0,0,1,0.091,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6797995,2,1,6379.629217,1.41E-26,0.007094,1675.7772,61,59,1675.7772,       3 2 2 12,       0 2 2 01,               ,     R 29f     ,0.0693,0.75,-0.007287,0,0.066177969,0.75,0,0,0,1,0,0,1,0.091,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6797998,2,1,6379.69256,1.00E-28,0.01914,2996.604,99,97,2996.604,       4 1 1 12,       1 1 1 01,               ,     R 48f     ,0.0674,0.74,-0.007594,0,0.068825087,0.74,0,0,0,1,0,0,1,0.075,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6797999,2,1,6379.707564,5.43E-28,0.00653,2321.7649,59,57,2321.7649,       3 3 3 12,       0 3 3 01,               ,     R 28f     ,0.0694,0.75,-0.007267,0,0.066177969,0.75,0,0,0,1,0,0,1,0.092,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6798000,2,1,6379.712234,1.74E-28,0.0004649,2092.4917,87,85,2092.4917,       2 1 1 23,       1 0 0 01,               ,     R 42e     ,0.0681,0.75,-0.008083,0,0.066177969,0.75,0,0,0,1,0,0,1,0.079,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6798001,2,1,6379.740078,2.35E-25,0.007276,1132.7803,71,69,1132.7803,       3 1 1 12,       0 1 1 01,               ,     R 34f     ,0.0687,0.76,-0.007362,0,0.06353085,0.76,0,0,0,1,0,0,1,0.086,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6798002,2,1,6379.749895,1.33E-30,0.001864,3381.1558,87,85,3381.1558,       5 3 3 02,       0 4 4 01,               ,     R 42e     ,0.068,0.75,-0.006856,0,0.066177969,0.75,0,0,0,1,0,0,1,0.079,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6798003,2,1,6379.760143,1.74E-29,0.005834,3013.5879,61,59,3013.5879,       3 4 4 12,       0 4 4 01,               ,     R 29f     ,0.0693,0.75,-0.007287,0,0.066177969,0.75,0,0,0,1,0,0,1,0.091,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6798005,2,1,6379.800461,4.20E-29,0.0189,3193.1794,109,107,3193.1794,       4 1 1 12,       1 1 1 01,               ,     R 53e     ,0.0669,0.72,-0.007736,0,0.074119325,0.72,0,0,0,1,0,0,1,0.072,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6798007,2,1,6379.830717,1.09E-30,4.80E-05,2773.6653,145,147,2773.6653,       4 2 2 01,       0 1 1 01,               ,     P 73e     ,0.0634,0.67,-0.007857,0,0.087354918,0.67,0,0,0,1,0,0,1,0.067,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6798008,2,1,6379.84323,2.31E-30,0.01717,3758.2402,103,101,3758.2402,       4 2 2 12,       1 2 2 01,               ,     R 50e     ,0.0672,0.73,-0.007639,0,0.071472206,0.73,0,0,0,1,0,0,1,0.074,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6798009,2,1,6379.8464,1.91E-29,0.001971,2783.3479,65,67,2783.3479,       3 0 0 21,       0 0 0 11,               ,     P 33e     ,0.0689,0.76,-0.007338,0,0.06353085,0.76,0,0,0,1,0,0,1,0.088,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6798010,2,1,6379.874386,2.52E-30,0.01581,3719.2485,101,99,3719.2485,       4 2 2 12,       1 2 2 01,               ,     R 49f     ,0.0673,0.74,-0.007616,0,0.068825087,0.74,0,0,0,1,0,0,1,0.074,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6798011,2,1,6379.924347,1.10E-30,3.95E-07,1533.2797,43,45,1533.2797,       4 0 0 12,       0 2 2 01,               ,     P 22e     ,0.0718,0.72,-0.006965,0,0.074119325,0.72,0,0,0,1,0,0,1,0.098,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6798013,2,1,6379.93139,6.51E-30,0.0004069,2745.1238,89,87,2745.1238,       2 2 2 23,       0 3 3 01,               ,     R 43e     ,0.068,0.75,-0.008093,0,0.066177969,0.75,0,0,0,1,0,0,1,0.078,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6798016,2,1,6380.016002,5.10E-28,0.01426,2632.5022,115,113,2632.5022,       4 0 0 12,       1 0 0 01,               ,     R 56e     ,0.0664,0.71,-0.007843,0,0.076766443,0.71,0,0,0,1,0,0,1,0.071,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6798017,2,1,6380.036017,5.49E-30,0.0003968,2779.6055,91,89,2779.6055,       2 2 2 23,       0 3 3 01,               ,     R 44f     ,0.0679,0.75,-0.008116,0,0.066177969,0.75,0,0,0,1,0,0,1,0.078,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6798018,2,1,6380.06102,2.17E-28,4.06E-07,578.0116,79,77,578.0116,       3 3 3 01,       0 0 0 01,               ,     R 38e     ,0.0682,0.76,-0.006808,0,0.06353085,0.76,0,0,0,1,0,0,1,0.082,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6798021,2,1,6380.178186,1.30E-26,0.007099,1699.2625,63,61,1699.2625,       3 2 2 12,       0 2 2 01,               ,     R 30e     ,0.0691,0.75,-0.007313,0,0.066177969,0.75,0,0,0,1,0,0,1,0.09,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6798022,2,1,6380.198087,2.19E-25,0.007178,1244.2205,115,113,1244.2205,       3 0 0 12,       0 0 0 01,               ,     R 56e     ,0.0664,0.71,-0.007843,0,0.076766443,0.71,0,0,0,1,0,0,1,0.071,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6798023,2,1,6380.224091,1.71E-25,0.007309,1216.351,77,75,1216.351,       3 1 1 12,       0 1 1 01,               ,     R 37e     ,0.0684,0.76,-0.007403,0,0.06353085,0.76,0,0,0,1,0,0,1,0.083,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6798025,2,1,6380.28376,1.48E-27,8.57E-07,42.9225,19,21,42.9225,       4 1 1 01,       0 0 0 01,               ,     P 10e     ,0.0822,0.71,-0.005103,0,0.076766443,0.71,0,0,0,1,0,0,1,0.109,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6798026,2,1,6380.30369,1.21E-30,0.001954,3414.9153,89,87,3414.9153,       5 3 3 02,       0 4 4 01,               ,     R 43f     ,0.0679,0.75,-0.006864,0,0.066177969,0.75,0,0,0,1,0,0,1,0.078,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6798027,2,1,6380.305843,5.02E-28,0.006529,2344.5093,61,59,2344.5093,       3 3 3 12,       0 3 3 01,               ,     R 29e     ,0.0693,0.75,-0.007287,0,0.066177969,0.75,0,0,0,1,0,0,1,0.091,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6798030,2,1,6380.387547,1.61E-28,0.0005747,2160.3091,91,89,2160.3091,       2 1 1 23,       1 0 0 01,               ,     R 44e     ,0.0679,0.75,-0.008116,0,0.066177969,0.75,0,0,0,1,0,0,1,0.078,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6798031,2,1,6380.413823,1.58E-29,0.005781,3037.1577,63,61,3037.1577,       3 4 4 12,       0 4 4 01,               ,     R 30e     ,0.0691,0.75,-0.007313,0,0.066177969,0.75,0,0,0,1,0,0,1,0.09,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6798032,2,1,6380.430266,4.85E-30,0.0004067,2814.8682,93,91,2814.8682,       2 2 2 23,       0 3 3 01,               ,     R 45e     ,0.0678,0.75,-0.00813,0,0.066177969,0.75,0,0,0,1,0,0,1,0.077,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6798035,2,1,6380.484692,4.04E-30,0.0003953,2850.9126,95,93,2850.9126,       2 2 2 23,       0 3 3 01,               ,     R 46f     ,0.0677,0.74,-0.008161,0,0.068825087,0.74,0,0,0,1,0,0,1,0.076,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6798037,2,1,6380.593374,2.86E-29,0.01879,3278.1262,113,111,3278.1262,       4 1 1 12,       1 1 1 01,               ,     R 55e     ,0.0666,0.72,-0.007807,0,0.074119325,0.72,0,0,0,1,0,0,1,0.071,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6798038,2,1,6380.707635,7.14E-29,0.01905,3073.9707,103,101,3073.9707,       4 1 1 12,       1 1 1 01,               ,     R 50f     ,0.0672,0.73,-0.007639,0,0.071472206,0.73,0,0,0,1,0,0,1,0.074,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6798039,2,1,6380.744443,3.16E-28,0.01321,2722.0723,119,117,2722.0723,       4 0 0 12,       1 0 0 01,               ,     R 58e     ,0.0661,0.71,-0.007925,0,0.076766443,0.71,0,0,0,1,0,0,1,0.07,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6798040,2,1,6380.750903,1.63E-30,0.0172,3838.7417,107,105,3838.7417,       4 2 2 12,       1 2 2 01,               ,     R 52e     ,0.067,0.73,-0.007701,0,0.071472206,0.73,0,0,0,1,0,0,1,0.073,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6798042,2,1,6380.770722,1.19E-26,0.007099,1723.5292,65,63,1723.5292,       3 2 2 12,       0 2 2 01,               ,     R 31f     ,0.069,0.76,-0.007327,0,0.06353085,0.76,0,0,0,1,0,0,1,0.089,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6798043,2,1,6380.800319,1.08E-30,0.002017,3449.458,91,89,3449.458,       5 3 3 02,       0 4 4 01,               ,     R 44e     ,0.0678,0.75,-0.006884,0,0.066177969,0.75,0,0,0,1,0,0,1,0.077,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6798044,2,1,6380.824116,1.81E-30,0.01601,3798.2095,105,103,3798.2095,       4 2 2 12,       1 2 2 01,               ,     R 51f     ,0.0671,0.73,-0.007669,0,0.071472206,0.73,0,0,0,1,0,0,1,0.073,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6798045,2,1,6380.851025,1.90E-25,0.007269,1188.2897,75,73,1188.2897,       3 1 1 12,       0 1 1 01,               ,     R 36f     ,0.0684,0.76,-0.007387,0,0.06353085,0.76,0,0,0,1,0,0,1,0.084,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6798046,2,1,6380.882695,3.54E-30,0.0004064,2887.7373,97,95,2887.7373,       2 2 2 23,       0 3 3 01,               ,     R 47e     ,0.0676,0.74,-0.008185,0,0.068825087,0.74,0,0,0,1,0,0,1,0.076,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6798047,2,1,6380.883578,2.92E-30,0.0003935,2925.344,99,97,2925.344,       2 2 2 23,       0 3 3 01,               ,     R 48f     ,0.0675,0.74,-0.008213,0,0.068825087,0.74,0,0,0,1,0,0,1,0.075,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6798048,2,1,6380.895264,4.63E-28,0.006536,2368.0369,63,61,2368.0369,       3 3 3 12,       0 3 3 01,               ,     R 30f     ,0.0691,0.75,-0.007313,0,0.066177969,0.75,0,0,0,1,0,0,1,0.09,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6798050,2,1,6380.928488,1.45E-25,0.007126,1333.7679,119,117,1333.7679,       3 0 0 12,       0 0 0 01,               ,     R 58e     ,0.0661,0.71,-0.007925,0,0.076766443,0.71,0,0,0,1,0,0,1,0.07,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6798053,2,1,6381.024554,1.52E-28,0.0007305,2231.2373,95,93,2231.2373,       2 1 1 23,       1 0 0 01,               ,     R 46e     ,0.0677,0.74,-0.008161,0,0.068825087,0.74,0,0,0,1,0,0,1,0.076,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6798055,2,1,6381.065463,1.44E-29,0.005723,3061.5117,65,63,3061.5117,       3 4 4 12,       0 4 4 01,               ,     R 31f     ,0.069,0.76,-0.007327,0,0.06353085,0.76,0,0,0,1,0,0,1,0.089,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6798059,2,1,6381.175246,1.34E-25,0.007302,1276.4476,81,79,1276.4476,       3 1 1 12,       0 1 1 01,               ,     R 39e     ,0.0682,0.76,-0.00743,0,0.06353085,0.76,0,0,0,1,0,0,1,0.082,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6798061,2,1,6381.202308,1.60E-30,3.71E-05,2464.0186,61,63,2464.0186,       3 0 0 23,       1 1 1 01,               ,     P 31e     ,0.0692,0.75,-0.007886,0,0.066177969,0.75,0,0,0,1,0,0,1,0.09,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6798063,2,1,6381.232386,2.07E-30,0.0003913,3002.8984,103,101,3002.8984,       2 2 2 23,       0 3 3 01,               ,     R 50f     ,0.0673,0.73,-0.008261,0,0.071472206,0.73,0,0,0,1,0,0,1,0.074,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6798064,2,1,6381.288676,2.55E-30,0.0004064,2963.7305,101,99,2963.7305,       2 2 2 23,       0 3 3 01,               ,     R 49e     ,0.0674,0.74,-0.008237,0,0.068825087,0.74,0,0,0,1,0,0,1,0.074,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6798065,2,1,6381.29912,1.09E-26,0.007107,1748.578,67,65,1748.578,       3 2 2 12,       0 2 2 01,               ,     R 32e     ,0.0689,0.76,-0.007339,0,0.06353085,0.76,0,0,0,1,0,0,1,0.088,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6798069,2,1,6381.361384,1.92E-29,0.01868,3366.178,117,115,3366.178,       4 1 1 12,       1 1 1 01,               ,     R 57e     ,0.0663,0.71,-0.007885,0,0.076766443,0.71,0,0,0,1,0,0,1,0.07,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6798070,2,1,6381.405367,1.87E-28,0.01186,2814.7451,123,121,2814.7451,       4 0 0 12,       1 0 0 01,               ,     R 60e     ,0.0658,0.7,-0.007997,0,0.079413562,0.7,0,0,0,1,0,0,1,0.069,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6798071,2,1,6381.419002,5.32E-30,3.61E-05,2148.116,45,47,2148.116,       3 0 0 24,       1 1 1 02,               ,     P 23e     ,0.0714,0.72,-0.007593,0,0.074119325,0.72,0,0,0,1,0,0,1,0.097,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6798072,2,1,6381.425422,1.81E-30,4.74E-05,2660.7922,141,143,2660.7922,       4 2 2 01,       0 1 1 01,               ,     P 71e     ,0.0638,0.67,-0.007768,0,0.087354918,0.67,0,0,0,1,0,0,1,0.067,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6798074,2,1,6381.480827,4.24E-28,0.006533,2392.3474,65,63,2392.3474,       3 3 3 12,       0 3 3 01,               ,     R 31e     ,0.069,0.76,-0.007327,0,0.06353085,0.76,0,0,0,1,0,0,1,0.089,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6798075,2,1,6381.530829,1.45E-30,0.0003892,3083.575,107,105,3083.575,       2 2 2 23,       0 3 3 01,               ,     R 52f     ,0.0671,0.73,-0.008326,0,0.071472206,0.73,0,0,0,1,0,0,1,0.073,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6798076,2,1,6381.624665,1.40E-28,0.0009274,2305.2751,99,97,2305.2751,       2 1 1 23,       1 0 0 01,               ,     R 48e     ,0.0675,0.74,-0.008213,0,0.068825087,0.74,0,0,0,1,0,0,1,0.075,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6798077,2,1,6381.634763,1.12E-30,0.0172,3922.356,111,109,3922.356,       4 2 2 12,       1 2 2 01,               ,     R 54e     ,0.0668,0.72,-0.007766,0,0.074119325,0.72,0,0,0,1,0,0,1,0.072,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6798078,2,1,6381.634887,9.51E-26,0.007073,1426.4153,123,121,1426.4153,       3 0 0 12,       0 0 0 01,               ,     R 60e     ,0.0658,0.7,-0.007997,0,0.079413562,0.7,0,0,0,1,0,0,1,0.069,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6798079,2,1,6381.648415,1.81E-30,0.0004074,3042.8459,105,103,3042.8459,       2 2 2 23,       0 3 3 01,               ,     R 51e     ,0.0672,0.73,-0.008292,0,0.071472206,0.73,0,0,0,1,0,0,1,0.073,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6798080,2,1,6381.654904,2.32E-29,0.001995,2733.0562,61,63,2733.0562,       3 0 0 21,       0 0 0 11,               ,     P 31e     ,0.0691,0.75,-0.007288,0,0.066177969,0.75,0,0,0,1,0,0,1,0.09,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6798081,2,1,6381.661148,1.43E-29,7.70E-06,1675.7772,57,59,1675.7772,       2 1 1 23,       0 2 2 01,               ,     P 29f     ,0.0695,0.75,-0.007857,0,0.066177969,0.75,0,0,0,1,0,0,1,0.092,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6798082,2,1,6381.70261,4.99E-29,0.01896,3154.4534,107,105,3154.4534,       4 1 1 12,       1 1 1 01,               ,     R 52f     ,0.067,0.73,-0.007701,0,0.071472206,0.73,0,0,0,1,0,0,1,0.073,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6798083,2,1,6381.711392,1.30E-29,0.005664,3086.6501,67,65,3086.6501,       3 4 4 12,       0 4 4 01,               ,     R 32e     ,0.0689,0.76,-0.007339,0,0.06353085,0.76,0,0,0,1,0,0,1,0.088,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6798085,2,1,6381.758525,1.27E-30,0.01616,3880.2866,109,107,3880.2866,       4 2 2 12,       1 2 2 01,               ,     R 53f     ,0.0669,0.72,-0.007736,0,0.074119325,0.72,0,0,0,1,0,0,1,0.072,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6798087,2,1,6381.83482,1.48E-29,7.42E-06,1653.0741,55,57,1653.0741,       2 1 1 23,       0 2 2 01,               ,     P 28e     ,0.0697,0.74,-0.007836,0,0.068825087,0.74,0,0,0,1,0,0,1,0.093,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6798088,2,1,6381.841422,7.78E-28,5.31E-07,28.0951,15,17,28.0951,       4 1 1 01,       0 0 0 01,               ,     P  8e     ,0.0844,0.73,-0.004841,0,0.071472206,0.73,0,0,0,1,0,0,1,0.112,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6798090,2,1,6381.885566,9.87E-27,0.007105,1774.408,69,67,1774.408,       3 2 2 12,       0 2 2 01,               ,     R 33f     ,0.0688,0.76,-0.00735,0,0.06353085,0.76,0,0,0,1,0,0,1,0.087,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6798091,2,1,6381.917259,1.90E-28,4.57E-07,639.6004,83,81,639.6004,       3 3 3 01,       0 0 0 01,               ,     R 40e     ,0.0681,0.76,-0.006831,0,0.06353085,0.76,0,0,0,1,0,0,1,0.081,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6798092,2,1,6381.937829,1.50E-25,0.007262,1246.9205,79,77,1246.9205,       3 1 1 12,       0 1 1 01,               ,     R 38f     ,0.0683,0.76,-0.007419,0,0.06353085,0.76,0,0,0,1,0,0,1,0.083,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6798093,2,1,6381.963593,1.28E-30,0.0004135,3125.0825,109,107,3125.0825,       2 2 2 23,       0 3 3 01,               ,     R 53e     ,0.067,0.73,-0.008363,0,0.071472206,0.73,0,0,0,1,0,0,1,0.072,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6798094,2,1,6381.98448,1.05E-28,0.01025,2910.5198,127,125,2910.5198,       4 0 0 12,       1 0 0 01,               ,     R 62e     ,0.0655,0.7,-0.008085,0,0.079413562,0.7,0,0,0,1,0,0,1,0.069,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
