trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self
6281020,7,3,13084.50936,2.47E-27,0.02376,217.4447,138,138,       b      0,       X      0,               , P 12Q 11     d,0.0473,0.72,-0.00755,0,0.087272116,0.72,0,0,0,1,0,0,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281021,7,2,13084.63441,1.35E-26,0.02431,213.5291,23,25,       b      0,       X      0,               , P 12P 12     d,0.0473,0.72,-0.0074,0,0.085886011,0.72,0,0,0,1,0,0,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6297201,7,1,13086.13,6.73E-24,0.02231,188.85,21,21,       b      0,       X      0,               , P 11Q 10     d,0.05,0.81,-0.008315,1.80E-05,0.09,0.81,0,0,0,1,0,0.000299,0.05,0.8,-0.001098,6.00E-05,0.09,0.8,0,0,0,1,0,0.000299
6281023,7,1,13086.26482,1.00E-28,3.35E-07,188.7134,21,25,       b      0,       X      0,               , P 11O 12     q,0.0468,0.72,-0.0074,0,0.088709784,0.72,0,0,0,1,0,0,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281024,7,3,13086.37435,2.95E-27,0.02668,185.9002,126,138,       b      0,       X      0,               , P 11P 11     d,0.048,0.72,-0.00755,0,0.087272116,0.72,0,0,0,1,0,0,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281025,7,2,13086.54725,1.23E-26,0.02193,211.6163,23,23,       b      0,       X      0,               , P 12Q 11     d,0.0473,0.72,-0.00755,0,0.085886011,0.72,0,0,0,1,0,0,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281026,7,1,13088.15293,1.87E-29,1.29E-07,42.2001,5,9,       b      0,       X      0,               , N  5O  4     q,0.053,0.72,-0.00645,0,0.088709784,0.72,0,0,0,1,0,0,0.053,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281027,7,3,13088.29681,2.65E-27,0.02381,183.9777,126,126,       b      0,       X      0,               , P 11Q 10     d,0.048,0.73,-0.0075,0,0.084155255,0.73,0,0,0,1,0,0,0.047,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281028,7,2,13088.30957,1.46E-26,0.02458,180.9705,21,23,       b      0,       X      0,               , P 11P 11     d,0.048,0.72,-0.00755,0,0.085886011,0.72,0,0,0,1,0,0,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281029,7,3,13090.06173,3.14E-27,0.02704,155.2271,114,126,       b      0,       X      0,               , P 10P 10     d,0.0483,0.73,-0.0075,0,0.084155255,0.73,0,0,0,1,0,0,0.048,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281030,7,2,13090.23257,1.31E-26,0.02197,179.0475,21,21,       b      0,       X      0,               , P 11Q 10     d,0.048,0.73,-0.0075,0,0.082818654,0.73,0,0,0,1,0,0,0.047,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6297202,7,1,13091.71,8.36E-24,0.0258,130.44,17,19,       b      0,       X      0,               , P  9P  9     d,0.05,0.84,-0.007955,2.00E-05,0.09,0.84,0,0,0,1,0,0.000153,0.05,0.82,-0.000988,5.60E-05,0.09,0.82,0,0,0,1,0,0.000153
6281032,7,2,13091.89764,1.54E-26,0.0249,151.1207,19,21,       b      0,       X      0,               , P 10P 10     d,0.0483,0.73,-0.0075,0,0.082818654,0.73,0,0,0,1,0,0,0.048,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281033,7,3,13091.99523,2.79E-27,0.02386,153.2936,114,114,       b      0,       X      0,               , P 10Q  9     d,0.0483,0.74,-0.0075,0,0.081038394,0.74,0,0,0,1,0,0,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6297203,7,1,13093.66,7.33E-24,0.02241,128.49,17,17,       b      0,       X      0,               , P  9Q  8     d,0.05,0.86,-0.007955,1.90E-05,0.08,0.86,0,0,0,1,0,2.20E-05,0.05,0.81,-0.001048,6.00E-05,0.08,0.81,0,0,0,1,0,2.20E-05
6281035,7,3,13093.6596,3.26E-27,0.02747,127.3387,102,114,       b      0,       X      0,               , P  9P  9     d,0.049,0.74,-0.0075,0,0.081038394,0.74,0,0,0,1,0,0,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6281036,7,1,13093.75013,1.12E-28,3.45E-07,128.3977,17,21,       b      0,       X      0,               , P  9O 10     q,0.0478,0.73,-0.0075,0,0.085541577,0.73,0,0,0,1,0,0,0.048,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281037,7,2,13093.83126,1.38E-26,0.02202,149.1871,19,19,       b      0,       X      0,               , P 10Q  9     d,0.0483,0.74,-0.0075,0,0.079751296,0.74,0,0,0,1,0,0,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6281038,7,2,13095.39861,1.60E-26,0.02531,123.9809,17,19,       b      0,       X      0,               , P  9P  9     d,0.049,0.74,-0.0075,0,0.079751296,0.74,0,0,0,1,0,0,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6281039,7,3,13095.60482,2.87E-27,0.02393,125.3935,102,102,       b      0,       X      0,               , P  9Q  8     d,0.049,0.74,-0.0073,0,0.081038394,0.74,0,0,0,1,0,0,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6281040,7,3,13097.16793,3.32E-27,0.02803,102.2361,90,102,       b      0,       X      0,               , P  8P  8     d,0.0497,0.74,-0.0073,0,0.081038394,0.74,0,0,0,1,0,0,0.049,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6281041,7,2,13097.34349,1.41E-26,0.0221,122.036,17,17,       b      0,       X      0,               , P  9Q  8     d,0.049,0.74,-0.0073,0,0.079751296,0.74,0,0,0,1,0,0,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6281042,7,2,13098.81248,1.62E-26,0.02582,99.5521,15,17,       b      0,       X      0,               , P  8P  8     d,0.0497,0.74,-0.0073,0,0.079751296,0.74,0,0,0,1,0,0,0.049,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6297204,7,1,13098.85,8.47E-24,0.027,81.58,13,15,       b      0,       X      0,               , P  7P  7     d,0.05,0.82,-0.007856,2.00E-05,0.1,0.82,0,0,0,1,0,-0.00017,0.05,0.81,-0.000958,5.70E-05,0.1,0.81,0,0,0,1,0,-0.00017
6281044,7,3,13099.12585,2.87E-27,0.02401,100.2782,90,90,       b      0,       X      0,               , P  8Q  7     d,0.0497,0.73,-0.007,0,0.084155255,0.73,0,0,0,1,0,0,0.049,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281045,7,3,13100.58673,3.28E-27,0.02875,79.9201,78,90,       b      0,       X      0,               , P  7P  7     d,0.0507,0.73,-0.007,0,0.084155255,0.73,0,0,0,1,0,0,0.05,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281046,7,2,13100.76953,1.40E-26,0.02217,97.595,15,15,       b      0,       X      0,               , P  8Q  7     d,0.0497,0.73,-0.007,0,0.082818654,0.73,0,0,0,1,0,0,0.049,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6297205,7,1,13100.82,7.15E-24,0.02257,79.61,13,13,       b      0,       X      0,               , P  7Q  6     d,0.05,0.85,-0.007856,1.70E-05,0.08,0.85,0,0,0,1,0,-0.00037,0.05,0.8,-0.000938,6.10E-05,0.08,0.8,0,0,0,1,0,-0.00037
6281048,7,1,13100.86414,1.14E-28,3.62E-07,79.5646,13,17,       b      0,       X      0,               , P  7O  8     q,0.0491,0.74,-0.0073,0,0.082373371,0.74,0,0,0,1,0,0,0.049,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6281049,7,2,13102.13924,1.60E-26,0.02649,77.8353,13,15,       b      0,       X      0,               , P  7P  7     d,0.0507,0.73,-0.007,0,0.082818654,0.73,0,0,0,1,0,0,0.05,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281050,7,3,13102.55875,2.78E-27,0.02411,77.9481,78,78,       b      0,       X      0,               , P  7Q  6     d,0.0507,0.73,-0.0071,0,0.084155255,0.73,0,0,0,1,0,0,0.05,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281051,7,3,13103.91597,3.16E-27,0.02973,60.3917,66,78,       b      0,       X      0,               , P  6P  6     d,0.0517,0.73,-0.0071,0,0.084155255,0.73,0,0,0,1,0,0,0.051,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281052,7,2,13104.10977,1.36E-26,0.02227,75.8648,13,13,       b      0,       X      0,               , P  7Q  6     d,0.0507,0.73,-0.0071,0,0.082818654,0.73,0,0,0,1,0,0,0.05,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281053,7,2,13105.37888,1.53E-26,0.02738,58.8313,11,13,       b      0,       X      0,               , P  6P  6     d,0.0517,0.73,-0.0071,0,0.082818654,0.73,0,0,0,1,0,0,0.051,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6297206,7,1,13100.82,7.15E-24,0.02926,44.21,9,11,       b      0,       X      0,               , P  5P  5     d,0.05,0.82,-0.007626,1.70E-05,0.09,0.82,0,0,0,1,0,-0.00064,0.05,0.81,-0.000738,5.50E-05,0.09,0.81,0,0,0,1,0,-0.00064
6281056,7,3,13105.90425,2.60E-27,0.02425,58.4034,66,66,       b      0,       X      0,               , P  6Q  5     d,0.0517,0.74,-0.0071,0,0.081038394,0.74,0,0,0,1,0,0,0.051,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6281057,7,3,13107.15561,2.94E-27,0.03116,43.6517,54,66,       b      0,       X      0,               , P  5P  5     d,0.0531,0.74,-0.0071,0,0.081038394,0.74,0,0,0,1,0,0,0.052,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6281058,7,2,13107.3649,1.27E-26,0.0224,56.8452,11,11,       b      0,       X      0,               , P  6Q  5     d,0.0517,0.74,-0.0071,0,0.079751296,0.74,0,0,0,1,0,0,0.051,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6281059,7,1,13107.60461,1.02E-28,3.92E-07,42.224,9,13,       b      0,       X      0,               , P  5O  6     q,0.0507,0.73,-0.0071,0,0.085541577,0.73,0,0,0,1,0,0,0.051,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6297207,7,1,13107.63,6.01E-24,0.02287,42.2,9,9,       b      0,       X      0,               , P  5Q  4     d,0.05,0.84,-0.007546,1.40E-05,0.08,0.84,0,0,0,1,0,-0.00098,0.05,0.79,-0.000828,5.50E-05,0.08,0.79,0,0,0,1,0,-0.00098
6281061,7,2,13108.53134,1.42E-26,0.02869,42.5407,9,11,       b      0,       X      0,               , P  5P  5     d,0.0531,0.74,-0.0071,0,0.079751296,0.74,0,0,0,1,0,0,0.052,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6281062,7,3,13109.16378,2.33E-27,0.02446,41.6435,54,54,       b      0,       X      0,               , P  5Q  4     d,0.0531,0.72,-0.00645,0,0.087272116,0.72,0,0,0,1,0,0,0.052,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281063,7,3,13110.30559,2.62E-27,0.03339,29.7006,42,54,       b      0,       X      0,               , P  4P  4     d,0.0544,0.72,-0.00645,0,0.087272116,0.72,0,0,0,1,0,0,0.053,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281064,7,2,13110.53625,1.13E-26,0.02262,40.5358,9,9,       b      0,       X      0,               , P  5Q  4     d,0.0531,0.72,-0.00645,0,0.085886011,0.72,0,0,0,1,0,0,0.052,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281065,7,2,13111.59659,1.27E-26,0.03073,28.9644,7,9,       b      0,       X      0,               , P  4P  4     d,0.0544,0.72,-0.00645,0,0.085886011,0.72,0,0,0,1,0,0,0.053,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6297208,7,1,13112.02,5.75E-24,0.03512,18.34,5,7,       b      0,       X      0,               , P  3P  3     d,0.06,0.79,-0.006526,1.50E-05,0.1,0.79,0,0,0,1,0,-0.00137,0.06,0.78,-0.000258,4.80E-05,0.1,0.78,0,0,0,1,0,-0.00137
6281067,7,3,13112.34044,1.96E-27,0.02478,27.6658,42,42,       b      0,       X      0,               , P  4Q  3     d,0.0544,0.7,-0.0056,0,0.093505839,0.7,0,0,0,1,0,0,0.053,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6281068,7,3,13113.36587,2.21E-27,0.03741,18.5392,30,42,       b      0,       X      0,               , P  3P  3     d,0.0564,0.7,-0.0056,0,0.093505839,0.7,0,0,0,1,0,0,0.055,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6281069,7,2,13113.6267,9.53E-27,0.02294,26.9343,7,7,       b      0,       X      0,               , P  4Q  3     d,0.0544,0.7,-0.0056,0,0.092020726,0.7,0,0,0,1,0,0,0.053,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6281070,7,1,13113.96544,7.65E-29,4.65E-07,16.3876,5,9,       b      0,       X      0,               , P  3O  4     q,0.053,0.72,-0.00645,0,0.088709784,0.72,0,0,0,1,0,0,0.053,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6297209,7,1,13114.1,3.91E-24,0.02364,16.25,5,5,       b      0,       X      0,               , P  3Q  2     d,0.06,0.76,-0.006248,1.00E-05,0.12,0.76,0,0,0,1,0,-0.00221,0.06,0.77,-0.000268,4.90E-05,0.12,0.77,0,0,0,1,0,-0.00221
6281072,7,2,13114.57457,1.07E-26,0.03441,18.1026,5,7,       b      0,       X      0,               , P  3P  3     d,0.0564,0.7,-0.0056,0,0.092020726,0.7,0,0,0,1,0,0,0.055,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6281073,7,3,13115.44249,1.51E-27,0.02536,16.4625,30,30,       b      0,       X      0,               , P  3Q  2     d,0.0564,0.71,-0.0051,0,0.090388977,0.71,0,0,0,1,0,0,0.055,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6281074,7,3,13116.33635,1.73E-27,0.04674,10.1677,18,30,       b      0,       X      0,               , P  2P  2     d,0.0585,0.71,-0.0051,0,0.090388977,0.71,0,0,0,1,0,0,0.056,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6281075,7,2,13116.64394,7.36E-27,0.02352,16.0333,5,5,       b      0,       X      0,               , P  3Q  2     d,0.0564,0.71,-0.0051,0,0.088953369,0.71,0,0,0,1,0,0,0.055,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6281076,7,2,13117.4652,8.32E-27,0.04306,9.956,3,5,       b      0,       X      0,               , P  2P  2     d,0.0585,0.71,-0.0051,0,0.088953369,0.71,0,0,0,1,0,0,0.056,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6297210,7,1,13118.04,3.08E-24,0.08784,3.96,1,3,       b      0,       X      0,               , P  1P  1     d,0.06,0.82,-0.004309,-3.90E-06,0.08,0.82,0,0,0,1,0,-0.00246,0.06,0.76,0,3.90E-05,0.08,0.76,0,0,0,1,0,-0.00246
6281078,7,3,13118.50178,9.99E-28,0.0268,8.0022,18,18,       b      0,       X      0,               , P  2Q  1     d,0.0585,0.72,-0.0052,0,0.087272116,0.72,0,0,0,1,0,0,0.056,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281079,7,3,13119.21697,1.18E-27,0.09356,4.5865,6,18,       b      0,       X      0,               , P  1P  1     d,0.0615,0.72,-0.0052,0,0.087272116,0.72,0,0,0,1,0,0,0.059,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281080,7,2,13119.61758,4.87E-27,0.02496,7.8036,3,3,       b      0,       X      0,               , P  2Q  1     d,0.0585,0.72,-0.0052,0,0.085886011,0.72,0,0,0,1,0,0,0.056,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281081,7,1,13119.92145,3.59E-29,1.02E-06,2.0843,1,5,       b      0,       X      0,               , P  1O  2     q,0.0563,0.71,-0.0051,0,0.09187799,0.71,0,0,0,1,0,0,0.055,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6281082,7,2,13120.2684,5.70E-27,0.08612,4.5247,1,3,       b      0,       X      0,               , P  1P  1     d,0.0615,0.72,-0.0052,0,0.085886011,0.72,0,0,0,1,0,0,0.059,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6297211,7,1,13126.39,1.54E-24,0.008784,3.96,5,3,       b      0,       X      0,               , R  1R  1     d,0.06,0.79,-0.0032814,-9.90E-06,0.07,0.79,0,0,0,1,0,0.003364,0.06,0.81,0,2.20E-05,0.07,0.81,0,0,0,1,0,0.003364
6281084,7,3,13126.50401,7.73E-28,0.01996,0,18,18,       b      0,       X      0,               , R  0Q  1     d,0.0585,0.72,-0.0052,0,0.087272116,0.72,0,0,0,1,0,0,0.056,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281085,7,3,13127.31854,5.90E-28,0.009354,4.5865,30,18,       b      0,       X      0,               , R  1R  1     d,0.0564,0.71,-0.005,0,0.090388977,0.71,0,0,0,1,0,0,0.055,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6281086,7,2,13127.42118,3.67E-27,0.01809,0,3,3,       b      0,       X      0,               , R  0Q  1     d,0.0585,0.72,-0.0052,0,0.085886011,0.72,0,0,0,1,0,0,0.056,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281087,7,2,13128.1525,2.85E-27,0.008615,4.5247,5,3,       b      0,       X      0,               , R  1R  1     d,0.0564,0.71,-0.005,0,0.088953369,0.71,0,0,0,1,0,0,0.055,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6297212,7,1,13128.27,3.59E-24,0.02028,2.08,5,5,       b      0,       X      0,               , R  1Q  2     d,0.06,0.81,-0.004668,-4.40E-06,0.08,0.81,0,0,0,1,0,0.003386,0.06,0.79,0,3.90E-05,0.08,0.79,0,0,0,1,0,0.003386
6281089,7,3,13129.2032,1.36E-27,0.0214,2.7018,30,30,       b      0,       X      0,               , R  1Q  2     d,0.0564,0.71,-0.0051,0,0.090388977,0.71,0,0,0,1,0,0,0.055,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6281090,7,3,13129.83858,1.15E-27,0.01336,10.1677,42,30,       b      0,       X      0,               , R  2R  2     d,0.0544,0.7,-0.0054,0,0.093505839,0.7,0,0,0,1,0,0,0.053,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6281091,7,2,13130.04454,6.51E-27,0.01953,2.6327,5,5,       b      0,       X      0,               , R  1Q  2     d,0.0564,0.71,-0.0051,0,0.088953369,0.71,0,0,0,1,0,0,0.055,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6281092,7,1,13130.35305,4.09E-30,2.30E-08,0,5,1,       b      0,       X      0,               , R  1S  0     q,0.0586,0.72,-0.0052,0,0.088709784,0.72,0,0,0,1,0,0,0.057,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281093,7,2,13130.60497,5.54E-27,0.01231,9.956,7,5,       b      0,       X      0,               , R  2R  2     d,0.0544,0.7,-0.0054,0,0.092020726,0.7,0,0,0,1,0,0,0.053,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6297213,7,1,13131.49,4.31E-24,0.01465,18.34,9,7,       b      0,       X      0,               , R  3R  3     d,0.05,0.82,-0.004847,-1.70E-06,0.08,0.82,0,0,0,1,0,0.002551,0.05,0.81,0,3.90E-05,0.08,0.81,0,0,0,1,0,0.002551
6281095,7,3,13131.76502,1.91E-27,0.02198,8.2412,42,42,       b      0,       X      0,               , R  2Q  3     d,0.0544,0.7,-0.0056,0,0.093505839,0.7,0,0,0,1,0,0,0.053,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6281096,7,3,13132.26813,1.65E-27,0.0156,18.5392,54,42,       b      0,       X      0,               , R  3R  3     d,0.0531,0.72,-0.0059,0,0.087272116,0.72,0,0,0,1,0,0,0.052,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281097,7,2,13132.5363,9.14E-27,0.02011,8.0247,7,7,       b      0,       X      0,               , R  2Q  3     d,0.0544,0.7,-0.0056,0,0.092020726,0.7,0,0,0,1,0,0,0.053,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6281098,7,2,13132.96944,7.98E-27,0.01436,18.1026,9,7,       b      0,       X      0,               , R  3R  3     d,0.0531,0.72,-0.0059,0,0.085886011,0.72,0,0,0,1,0,0,0.052,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6297214,7,1,13133.44,6.24E-24,0.02105,16.39,9,9,       b      0,       X      0,               , R  3Q  4     d,0.05,0.82,-0.005386,-8.20E-07,0.09,0.82,0,0,0,1,0,0.00206,0.05,0.81,0,4.90E-05,0.09,0.81,0,0,0,1,0,0.00206
6281100,7,1,13133.57572,5.12E-29,1.73E-07,16.2529,9,5,       b      0,       X      0,               , R  3S  2     q,0.0563,0.71,-0.0051,0,0.09187799,0.71,0,0,0,1,0,0,0.055,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6281101,7,3,13134.22128,2.39E-27,0.02229,16.586,54,54,       b      0,       X      0,               , R  3Q  4     d,0.0531,0.72,-0.00645,0,0.087272116,0.72,0,0,0,1,0,0,0.052,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281102,7,3,13134.60705,2.09E-27,0.01701,29.7006,66,54,       b      0,       X      0,               , R  4R  4     d,0.0517,0.74,-0.006,0,0.081038394,0.74,0,0,0,1,0,0,0.051,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6281103,7,2,13134.92601,1.15E-26,0.02044,16.1461,9,9,       b      0,       X      0,               , R  3Q  4     d,0.0531,0.72,-0.00645,0,0.085886011,0.72,0,0,0,1,0,0,0.052,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281104,7,2,13135.24577,1.01E-26,0.01567,28.9644,11,9,       b      0,       X      0,               , R  4R  4     d,0.0517,0.74,-0.006,0,0.079751296,0.74,0,0,0,1,0,0,0.051,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6297215,7,1,13136.22,6.33E-24,0.0169,44.21,13,11,       b      0,       X      0,               , R  5R  5     d,0.05,0.82,-0.005856,4.20E-06,0.09,0.82,0,0,0,1,0,0.001681,0.05,0.82,0,4.70E-05,0.09,0.82,0,0,0,1,0,0.001681
6281106,7,3,13136.58014,2.79E-27,0.0225,27.7276,66,66,       b      0,       X      0,               , R  4Q  5     d,0.0517,0.74,-0.0071,0,0.081038394,0.74,0,0,0,1,0,0,0.051,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6281107,7,3,13136.85516,2.44E-27,0.018,43.6517,78,66,       b      0,       X      0,               , R  5R  5     d,0.0507,0.73,-0.0061,0,0.084155255,0.73,0,0,0,1,0,0,0.05,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281108,7,2,13137.22126,1.34E-26,0.02063,26.9889,11,11,       b      0,       X      0,               , R  4Q  5     d,0.0517,0.74,-0.0071,0,0.079751296,0.74,0,0,0,1,0,0,0.051,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6281109,7,2,13137.43378,1.18E-26,0.01657,42.5407,13,11,       b      0,       X      0,               , R  5R  5     d,0.0507,0.73,-0.0061,0,0.082818654,0.73,0,0,0,1,0,0,0.05,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6297216,7,1,13138.21,8.06E-24,0.02133,42.22,13,13,       b      0,       X      0,               , R  5Q  6     d,0.05,0.83,-0.006246,7.20E-06,0.09,0.83,0,0,0,1,0,0.001354,0.05,0.81,0,5.50E-05,0.09,0.81,0,0,0,1,0,0.001354
6281111,7,1,13138.22863,8.09E-29,2.15E-07,42.2001,13,9,       b      0,       X      0,               , R  5S  4     q,0.053,0.72,-0.00645,0,0.088709784,0.72,0,0,0,1,0,0,0.053,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281112,7,3,13138.84456,3.10E-27,0.02264,41.6623,78,78,       b      0,       X      0,               , R  5Q  6     d,0.0507,0.73,-0.0071,0,0.084155255,0.73,0,0,0,1,0,0,0.05,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281113,7,3,13139.01229,2.70E-27,0.01872,60.3917,90,78,       b      0,       X      0,               , R  6R  6     d,0.0497,0.73,-0.0061,0,0.084155255,0.73,0,0,0,1,0,0,0.049,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281114,7,2,13139.42481,1.50E-26,0.02078,40.5497,13,13,       b      0,       X      0,               , R  5Q  6     d,0.0507,0.73,-0.0071,0,0.082818654,0.73,0,0,0,1,0,0,0.05,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281115,7,2,13139.53332,1.31E-26,0.01723,58.8313,15,13,       b      0,       X      0,               , R  6R  6     d,0.0497,0.73,-0.0061,0,0.082818654,0.73,0,0,0,1,0,0,0.049,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6297217,7,1,13140.57,7.38E-24,0.0181,81.58,17,15,       b      0,       X      0,               , R  7R  7     d,0.05,0.84,-0.006286,1.10E-05,0.09,0.84,0,0,0,1,0,0.001068,0.05,0.82,0,5.10E-05,0.09,0.82,0,0,0,1,0,0.001068
6281117,7,3,13141.01583,3.31E-27,0.02274,58.3882,90,90,       b      0,       X      0,               , R  6Q  7     d,0.0497,0.73,-0.007,0,0.084155255,0.73,0,0,0,1,0,0,0.049,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281118,7,3,13141.07824,2.86E-27,0.01927,79.9201,102,90,       b      0,       X      0,               , R  7R  7     d,0.049,0.74,-0.00615,0,0.081038394,0.74,0,0,0,1,0,0,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6281119,7,2,13141.53788,1.60E-26,0.02088,56.8267,15,15,       b      0,       X      0,               , R  6Q  7     d,0.0497,0.73,-0.007,0,0.082818654,0.73,0,0,0,1,0,0,0.049,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281120,7,2,13141.5442,1.39E-26,0.01774,77.8353,17,15,       b      0,       X      0,               , R  7R  7     d,0.049,0.74,-0.00615,0,0.079751296,0.74,0,0,0,1,0,0,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6281121,7,1,13142.54087,9.66E-29,2.36E-07,79.607,17,13,       b      0,       X      0,               , R  7S  6     q,0.0507,0.73,-0.0071,0,0.085541577,0.73,0,0,0,1,0,0,0.051,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6297218,7,1,13142.58,8.85E-24,0.02149,79.56,17,17,       b      0,       X      0,               , R  7Q  8     d,0.05,0.83,-0.006586,1.20E-05,0.09,0.83,0,0,0,1,0,0.000831,0.05,0.82,-0.000028,5.70E-05,0.09,0.82,0,0,0,1,0,0.000831
6281123,7,3,13143.0528,2.93E-27,0.0197,102.2361,114,102,       b      0,       X      0,               , R  8R  8     d,0.0483,0.74,-0.0062,0,0.081038394,0.74,0,0,0,1,0,0,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6281124,7,3,13143.09453,3.42E-27,0.02282,77.9038,102,102,       b      0,       X      0,               , R  7Q  8     d,0.049,0.74,-0.0073,0,0.081038394,0.74,0,0,0,1,0,0,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6281125,7,2,13143.46622,1.43E-26,0.01814,99.5521,19,17,       b      0,       X      0,               , R  8R  8     d,0.0483,0.74,-0.0062,0,0.079751296,0.74,0,0,0,1,0,0,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
